,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Forestry and related workers,0.025765145,-0.0710248,-0.011779243,0.056801748,-0.0493547,0.023190063,-0.116660408,-0.095392242,0.10815725,-0.13073495,0.058371551,-0.034714062,0.090453276,-0.091786048,0.0494139,-0.058126229,-0.012916323,0.11733505,0.069369838,-0.097850459,0.097800348,-0.028733651,-0.019235437,-0.08559673,-0.039283703,-0.15379837,-0.013862721,-0.112897873,-0.029755766,0.050094497,0.54943163,-0.047360273,-0.002984416,-0.088130917,-0.024580082,0.053389428,-0.066180104,-0.03387854,0.146418568,0.122018318,-0.152942028,-0.080053529,0.162507074,0.064621867,0.12916857,-0.045340272,-0.143726227,0.14482642,0.041202674,-0.034044009
Aquaculture workers,0.061667146,-0.144255235,-0.024029514,0.029170695,-0.125602898,-0.01273431,-0.161007321,-0.016025146,0.150414478,-0.096838265,0.05819496,-0.019618352,0.239445138,0.012501371,0.001468309,-0.02351631,0.125803603,0.187610037,0.023319403,-0.098099415,0.092306563,-0.05535509,-0.029130928,-0.081324192,0.022731512,-0.033532646,0.074309853,-0.085286697,0.020243199,0.054965544,0.416143525,-0.00373156,0.014302622,0.040252802,-0.077882603,0.049653815,-0.070482903,0.041266467,0.159220411,0.075679588,-0.182314686,-0.086585018,0.126547899,0.095479334,0.140357834,-0.077374285,-0.162191665,0.078024893,-0.015114154,0.046415458
Inland and coastal waters fishery workers,0.085734554,-0.042552735,-0.091131053,0.041881763,-0.141937352,-0.083010961,-0.16186026,0.074658974,0.148596833,-0.168946945,0.051438924,0.011774976,0.243835712,0.013372683,-0.117750239,0.00811322,0.123967968,0.060765032,-0.10814675,-0.047183711,0.03205169,-0.006150213,0.023634905,-0.051383103,0.049767049,-0.112391273,0.086020584,0.052986665,0.081883125,0.033253612,0.481483139,-0.030874183,0.061688419,0.006255119,-0.013042976,0.021405161,-0.135682942,-0.058952452,0.04418808,0.10552125,-0.160273616,-0.004145046,0.22766962,-0.013829576,-0.036805794,-0.034477955,-0.112700688,-0.02736676,0.015560432,-0.074489881
Deep-sea fishery workers,0.083975196,0.042030627,-0.071882831,0.011817695,-0.026018838,0.005911991,-0.121555686,0.050634707,0.111717349,-0.131078848,0.040022496,0.046000196,0.147740043,0.071125527,-0.058183555,-0.027895545,0.110088442,0.063893875,-0.111975931,-0.078174197,0.003858783,-0.004397241,0.044342789,-0.116487373,0.056595982,-0.157007588,0.038365931,0.071851435,0.093391581,0.028172571,0.528145029,0.012996191,0.020820029,0.045948848,-0.049359723,0.02868061,-0.127902306,-0.070350737,0.092329169,0.071153288,-0.114960862,-0.050401868,0.152867076,0.027379738,0.037195417,-0.036603746,-0.073217158,0.053176979,-0.026242915,-0.109098053
Shopkeepers,0.005494932,-0.330529062,0.03065324,-0.169658133,0.011833435,-0.236603611,-0.183268536,0.175260247,-0.177380024,-0.048815632,-0.024990375,-0.173376965,0.124361722,-0.01225956,-0.006085736,0.094166285,-0.096591987,-0.090284727,0.210853848,-0.249643389,0.204655072,0.060649067,-0.169495407,0.212956268,-0.063313434,0.004482559,-0.018477429,0.009411204,0.088885283,-0.151257076,0.154732904,0.125984643,0.1707625,0.108490512,0.023901196,0.023302364,-0.027457301,-0.147193265,0.047244783,0.204405559,-0.046962725,0.012752078,0.148328008,0.161094406,0.28984756,-0.043764617,-0.189662583,-0.053187537,0.02875694,-0.219571623
"Sports, recreation and cultural centre managers",-0.030616482,0.186946016,-0.091282293,0.132328266,0.003724666,-0.128552466,-0.165875764,-0.142379763,0.043585863,-0.067684736,0.004355729,-0.016078586,-0.00958946,0.01219613,-0.006950698,0.010498836,0.072258707,0.117699737,-0.045337221,-0.046028842,0.060765688,0.058739977,-0.12967681,0.044777712,-0.072935888,-0.136351238,-0.038219019,-0.046438973,-0.032852453,-0.003619371,0.499412276,0.098884403,0.016733113,-0.229834623,-0.064737828,0.089719892,-0.046556399,0.018476387,0.06987429,0.068206019,-0.037953621,-0.03210365,0.001387205,0.136997409,-0.014370012,-0.010715507,-0.06774179,0.033859819,0.028157583,0.07576055
Physicists and astronomers,0.155933281,0.064484688,0.165287599,-0.062300858,0.030235148,-0.105379292,-0.109791497,-0.030605712,-0.161211799,0.120507309,0.188066376,0.021427452,0.055382295,0.274935893,0.070024465,0.102286652,0.178774104,0.04024271,-0.25351219,-0.159934859,-0.035941955,-0.009305636,0.0609445,-0.042301347,0.202989307,-0.090610222,-0.21925832,-0.136588365,-0.16930716,0.010816237,0.054288993,-0.088627272,-0.118700472,-0.311475341,-0.011254574,-0.111247036,-0.111563156,0.108890248,0.087495578,0.103458388,-0.020417008,-0.014157614,0.099481294,0.236120994,0.088790692,-0.002517982,0.129859984,0.156102293,-0.19023229,-0.146910994
Meteorologists,-0.031259492,-0.130857833,0.204508956,0.025183895,-0.355100857,-0.290489511,-0.131365425,0.167282359,-0.02250451,-0.116707271,0.128503927,-0.11204208,0.287137858,0.109471187,-0.002778966,0.069462525,-0.119082488,-0.03744552,-0.140732617,-0.173135159,-0.1996849,-0.063352054,0.212839654,-0.063106008,0.302133115,0.030283057,-0.19142201,0.026679546,-0.056208965,0.153465024,0.199200557,0.060414999,0.051630956,-0.122924296,-0.078194259,-0.118020809,-0.02245995,-0.039876922,0.103721068,0.097333554,-0.154584825,0.138802995,0.06099621,-0.041841416,0.103670697,-0.034781634,0.033014751,0.210456687,0.012127947,0.129856212
Chemists,0.14390613,-0.213112545,-0.05438762,-0.159640822,0.063298881,0.026931531,-0.151757864,-0.072412054,-0.093696248,0.101454311,0.242671035,0.065588623,-0.009343189,0.101893525,-0.011494089,0.108558756,0.218774453,0.080238809,-0.156793215,-0.189715544,0.09825908,0.011801331,0.029568897,-0.011554663,-0.12666229,0.055203601,-0.28269989,-0.242525324,-0.159010102,0.058111574,0.02088453,-0.111225265,-0.065114022,-0.089406104,0.148408596,-0.013570677,-0.15804841,0.148826994,0.279286093,0.092328648,0.063001214,-0.125917083,0.123177719,0.264923165,0.255785012,0.092622151,0.069125233,0.225497969,-0.150673359,-0.131098145
Pharmacists,0.025158927,-0.25439436,-0.038949321,-0.256389532,-0.093210109,0.035950636,-0.142441482,0.098737329,0.219014619,0.02576538,0.224763086,-0.007606348,0.182803228,0.038710296,0.005506873,0.019666671,-0.042771756,-0.069842887,0.17896499,-0.151135298,0.001032018,0.053502227,-0.023556862,0.273160833,-0.191414076,-0.111462974,-0.054132386,-0.247974251,-0.143415364,-0.033732242,0.112381543,0.182256037,-0.032106473,-0.025585617,0.024979164,-0.0343624,0.013612014,0.003499256,0.312116081,0.148725288,0.080122963,0.091979424,0.155576038,0.345263599,0.024941631,0.076764753,-0.10294497,0.228121297,-0.138970673,0.046999151
Geologists and geophysicists,0.008822874,-0.120255072,0.103132519,0.034492058,-0.046499123,-0.144969166,-0.177075465,0.039512009,-0.143802474,0.028795631,0.13797094,0.074781177,0.205620472,0.167919757,-0.055501477,0.045295132,0.257833376,0.034243856,-0.15390904,-0.062093078,-0.035244155,0.0986496,0.044615186,-0.2215756,0.250927361,0.124071859,-0.157272082,-0.131256748,-0.090016655,-0.004020149,-0.027346351,-0.161420718,0.000388502,-0.122248041,0.002168441,-0.056506612,-0.206327673,-0.035711104,0.157926702,0.116824731,-0.13395896,-0.086564439,0.227932741,0.127445488,0.007761465,-0.03030461,0.036979393,0.346278756,-0.115846423,-0.163555056
"Mathematicians, actuaries and statisticians",-0.076885383,-0.120211348,0.090992865,-0.182592319,-0.048346692,-0.14318952,-0.003113696,-0.104034795,-0.130384551,-0.029429693,0.105660878,-0.069394473,0.050509697,0.047044664,0.024692263,-0.047516575,0.133499952,0.05449325,-0.03431372,-0.13154912,0.010625972,-0.058023068,-0.018748274,0.036956628,0.128447911,-0.017630414,-0.256820577,-0.208293341,-0.305627711,0.052684568,0.018388087,-0.041955116,-0.024306572,-0.09935291,-0.011158039,-0.120764745,-0.061178257,0.101700611,0.112920255,0.095120949,-0.025950017,-0.087708688,0.158134526,0.235298885,0.025404984,-0.092680073,0.117336045,0.254298814,-0.01675829,-0.092757489
Systems analysts,0.120701687,-0.091795593,0.236013698,0.091745989,-0.070999064,-0.065399303,-0.095476104,-0.144740977,-0.028052301,0.021827933,0.069753755,0.034639973,-0.083015501,-0.003786355,-0.081349795,0.134820815,-0.086877506,-0.025548915,-0.020729764,-0.145332009,0.067918212,-0.058891033,-0.038505449,-0.101595304,-0.008941506,-0.179646879,-0.089721751,-0.055551061,0.00186335,0.135627139,0.560832007,-0.01446802,0.063010958,-0.119510902,0.002385077,-0.129710844,-0.089779792,0.035101425,0.037892456,-0.027658294,-0.000314711,-0.023871039,0.046932253,0.122021784,0.010733033,0.041582109,0.010156196,0.199359808,-0.004114317,0.084127888
Software developers,0.109559182,-0.183671496,0.20764732,0.156872645,-0.119120834,-0.113330457,-0.259396337,-0.218387022,-0.015936703,0.215576792,0.049204443,0.102277915,0.012327303,-0.064941076,0.006447425,0.070646331,-0.002335804,0.073499695,0.150160771,-0.159285405,0.121084758,-0.050295386,-0.188746752,0.065980798,0.008875762,-0.043950972,-0.024741054,-0.182636886,-0.021072079,-0.10101069,0.513983415,-0.112862805,-0.022708312,-0.126629858,0.007572438,0.038066938,-0.06605041,-0.024089059,0.016173439,-0.143333223,0.082045907,-0.084965931,-0.030827984,0.190309272,0.011368576,0.015934612,0.04065228,0.042041047,0.076250021,0.009158595
Web and multimedia developers,0.104001584,-0.047043154,0.173735734,0.183017571,-0.097704096,-0.168516016,-0.226681075,-0.260713789,0.040358091,0.194570179,-0.02396188,0.04498453,0.011164434,0.001664936,0.025003217,0.020556178,-0.025918148,0.069623387,0.130289353,-0.105357917,0.153126796,0.007286227,-0.137848836,0.106751689,0.02153208,-0.039586,-0.070689706,-0.136343037,-0.03828371,-0.10778303,0.491175311,-0.052842912,-0.001469083,-0.127466338,-0.082062066,0.084497638,-0.069737947,-0.003219253,-0.076670374,-0.111985293,0.164123039,-0.040987133,-0.061144273,0.145464514,0.03137835,0.01669081,0.03538077,0.035114097,0.026076945,0.021770641
Software and applications developers and analysts not elsewhere classified,0.116508535,-0.094883434,0.152768853,0.06022976,-0.02950113,-0.058459213,-0.142668549,-0.098189432,-0.016155922,0.066634172,0.043988296,0.019386321,0.016951949,-0.06261941,0.070982249,0.081541737,-0.034364953,-0.025366349,0.056442989,-0.12698783,0.053904963,-0.05662869,-0.003944809,0.025800912,-0.006612499,-0.173418947,-0.052132753,-0.069823243,0.003817572,-0.01913417,0.558621268,-0.07269321,0.005061281,-0.183006638,0.022594895,-0.01764201,-0.04188399,0.018345229,-0.046306879,-0.078264924,0.016001432,-0.046759935,0.071759987,0.133498468,0.014055851,-0.008341029,-0.015177278,0.114050973,0.02491392,0.000684334
Database designers and administrators,0.049083756,-0.052332038,0.109276666,-0.004114943,-0.024301049,-0.117356054,-0.179052656,-0.135947952,-0.008467543,-0.054145382,0.068737984,0.026968268,-0.020457276,0.025435906,0.054979412,0.004052259,-0.041544825,0.045013631,0.142330911,-0.195950984,0.039015308,-0.003677315,-0.137846309,0.121418745,-0.049472209,-0.100540059,-0.142578939,-0.153541462,-0.139835215,-0.115181594,0.359518357,0.00061337,0.007943809,-0.265682175,0.031063481,0.108462565,-0.038688025,0.036481039,0.011685893,-0.063425432,0.071934885,-0.064654587,0.114913276,0.143639037,0.023324613,-0.042625904,0.075526974,0.097049523,-0.030361769,0.022751436
Systems administrators,0.068068035,-0.091523335,0.152897595,0.000287903,-0.152987606,-0.089536087,-0.079230349,-0.083696717,-0.040934638,-0.094573206,0.096265744,0.092468419,-0.003236548,-0.01621875,-0.12068188,0.07359373,-0.104238477,0.144779293,0.087015578,-0.129195916,0.049537642,0.021037032,-0.116276159,0.028535613,-0.067742645,-0.179773306,-0.017217215,-0.181217296,-0.097171578,0.004353788,0.509320307,0.01898628,-0.03139027,-0.253562831,0.028181256,0.08612371,0.011533116,-0.032715357,0.120604501,0.007996911,0.013838917,-0.081641685,0.068094727,0.27567366,-0.060079679,0.038806774,0.019082499,0.154652289,-0.04024604,0.049318973
Computer network professionals,0.036957079,-0.02962684,0.181272359,0.104139005,-0.036071508,-0.063130757,-0.140356816,-0.151953685,0.075479141,0.03439108,0.072409934,-0.00631775,-0.031979841,0.104934677,-0.010040891,0.000772494,-0.093811535,0.159794991,0.037823693,-0.045445497,0.109280349,0.076589537,-0.042261767,0.161217554,-0.020592376,-0.188812017,-0.08186449,-0.187005457,-0.045731931,-0.013646639,0.544322809,0.050322608,0.041582949,-0.195109717,-0.040097157,0.081706274,-0.079243153,0.054125558,0.006599974,-0.060816028,0.074665,-0.02385796,0.036221064,0.187748311,0.032916715,-0.004868152,0.009749638,0.06156705,-0.043811276,0.090604444
Applications programmers,0.072603028,-0.148780827,0.238540886,0.090831188,-0.133152619,-0.073563491,-0.166879556,-0.163027488,-0.054838247,0.144622238,0.130720728,0.036913477,0.13400375,0.074048515,0.062226048,0.026664875,-0.073714743,0.117855054,0.131723623,-0.214035715,0.084051503,-0.013626347,-0.086243843,0.136324579,0.087585423,-0.00969604,-0.007387842,-0.236870747,-0.066112097,-0.053734261,0.476052446,-0.051849033,-0.093464828,-0.194665784,0.034424764,0.110593008,-0.027192387,0.029111151,0.000532413,-0.052095749,0.11630743,-0.008273857,0.005289458,0.239980646,-0.047045802,-0.005789202,0.1260826,0.168264549,-0.083190166,-0.004864118
Database and network professionals not elsewhere classified,0.10547098,-0.017716033,0.107918756,0.052161983,0.006169931,-0.032828184,-0.113470174,-0.070993652,0.077599587,-0.02772776,0.06235129,-0.005338541,0.016154413,0.000222628,0.05860162,0.022563389,-0.028125908,0.024348685,0.044001955,-0.041508478,0.011741631,-0.020601547,0.044973901,0.126905951,-0.035596465,-0.209295483,-0.077797227,-0.072450562,0.001621975,-0.040485179,0.548047926,-0.03448156,0.033306812,-0.241397986,-0.012967282,0.051543452,-0.039390779,0.012041141,-0.065325665,-0.041598987,0.038825095,-0.066536885,0.114948126,0.130903646,0.001199394,-0.03099596,-0.041356546,0.095615321,-0.005102846,0.020707921
Building architects,0.116930866,0.088419363,0.03682961,-0.07427544,0.00227366,-0.063660594,-0.211510014,-0.144902554,-0.181243608,-0.080547848,-0.051209086,0.012024386,-0.11424561,0.023479566,-0.102299983,0.022403357,0.149989907,0.093306074,0.036321371,-0.106587039,0.187750416,0.027256549,-0.310217781,-0.108239452,-0.049154634,-0.080491117,-0.125789302,-0.131348324,-0.104538318,-0.010982775,0.417407841,-0.163938218,0.005291238,-0.215309635,0.013323542,0.076983713,0.095696636,0.101121265,0.034394924,0.078324988,-0.009959772,-0.145190413,0.088572619,0.006513814,0.009518295,0.06908589,-0.159750206,-0.083344159,-0.054085222,-0.006533478
Landscape architects,0.034232714,0.105776176,-0.084216753,-0.036946204,-0.064532464,-0.042482074,-0.240040806,-0.198561889,-0.173499752,-0.072242511,-0.024277283,0.018215716,-0.012241561,0.022919425,-0.08491026,0.04256375,0.238849902,0.009534442,0.030725222,-0.131821788,0.062654195,0.039546284,-0.258579281,-0.058869335,0.061675465,0.010465618,-0.267251131,-0.109795234,-0.071774764,0.05636188,0.316808364,-0.173364451,0.016370431,-0.294920832,-0.040199805,0.108996637,-0.100601313,0.148795779,-0.013755747,0.012064434,-0.010374496,-0.043172909,0.13266091,-0.013416915,-0.008811016,0.051622355,-0.041070798,-0.105214491,-0.034332426,-0.025224929
Town and traffic planners,0.149575683,-0.008667502,0.043955853,-0.083010324,-0.084437223,-0.152225668,-0.135586533,0.008123032,0.005324023,-0.154398652,-0.07395008,-0.134738971,-0.003482202,-0.092776521,0.01543695,0.053067977,0.056394958,0.084945597,-0.061264091,-0.06468588,0.133027773,-0.037561459,-0.131544198,0.11364597,0.01834658,-0.224721842,-0.077107722,0.032484179,0.097289058,-0.004615874,0.422633062,0.087943572,-0.023446741,-0.170624091,0.060751696,0.034426295,-0.018353754,-0.037772098,-0.037202188,0.143937702,-0.093981316,0.043773121,0.079354593,-0.022492499,-0.048324582,-0.040109554,-0.031964195,0.009009376,0.088001267,0.005049464
Civil engineers,0.006125469,-0.104212545,0.062812421,-0.058138463,-0.072828751,-0.02940945,-0.083884042,0.053162075,0.020886113,-0.200632398,0.061558682,0.007996939,-0.043988607,-0.009635373,-0.047144822,-0.088315832,-0.002871647,0.12110904,-0.02664652,-0.124037178,0.087300462,0.096553072,-0.137686116,-0.113869341,0.014234781,-0.254298773,-0.099086773,-0.250517659,-0.061750249,0.136082498,0.483951199,-0.105807603,-0.115872815,-0.183035201,0.02030983,0.068933097,-0.040249616,-0.06484136,0.067284567,0.091486716,-0.098915509,-0.043678547,0.133124032,0.037265547,-0.042531502,0.028266229,-0.08074494,0.040917853,-0.139875373,-0.06590753
Electrical engineers,-0.019231211,-0.071431345,0.251425259,0.03126392,-0.130480123,0.030621964,-0.076397053,0.048481132,0.006332904,-0.081351509,0.208214363,0.024541095,-0.002244756,0.093193806,-0.138585865,0.042904842,-0.086627916,0.212717732,-0.050150695,-0.228823417,0.205467047,0.008926973,-0.106555175,-0.092481297,0.105025493,-0.148413451,-0.115589376,-0.170829591,0.025819539,0.035592238,0.440413556,-0.077636805,0.039382195,-0.192083235,0.064191119,0.131102833,0.024915902,0.088109295,0.199379546,0.177454735,0.035541868,-0.045157383,0.077321258,0.059203613,0.018377967,0.029234411,0.016911716,0.050857628,-0.075444734,-0.080944525
Electronics engineers,-0.03161737,-0.14058277,0.224997492,0.091288255,-0.067809711,-0.10269437,-0.160665019,-0.059784235,-0.004306968,-0.052228848,0.214602126,0.016555017,-0.046537443,0.064923367,-0.120041677,0.081878467,-0.083313785,0.204043106,-0.055072734,-0.213806035,0.220380421,0.029581353,-0.140748598,-0.130464684,0.026904174,-0.121608222,-0.183390992,-0.199147498,-0.059689491,0.003869786,0.422604506,-0.048809332,0.074444643,-0.081375173,0.089706319,0.024802827,-0.04784866,0.092446756,0.127081049,0.060417154,0.020599973,-0.082346416,0.132648356,-0.009569418,0.125745372,0.048522319,0.007362012,0.104496277,-0.123681282,-0.014542024
Telecommunications engineers,0.043117924,-0.114896029,0.225940742,0.145332211,-0.136856264,-0.070850394,-0.163118657,-0.037379719,0.052180887,-0.119266303,0.174141801,0.068665323,-0.054227106,0.116178383,-0.146983812,0.067541587,-0.047607916,0.126251949,-0.005775896,-0.156863109,0.210898009,0.032723022,-0.162161635,-0.080372572,0.046595486,-0.158527263,-0.065761928,-0.228435685,-0.087004196,0.093557464,0.430030236,-0.044010347,0.005802505,-0.056506328,0.00425347,-0.03033914,-0.064017722,0.09017437,0.102055534,0.103053922,0.030909362,-0.039078318,0.155864035,0.068536153,-0.022025521,0.052755697,-0.075673281,0.10206102,-0.064439976,-0.019601473
Mechanical engineers,0.017645561,-0.114527341,0.131192866,-0.01819102,-0.12327128,0.050076303,-0.067134216,0.01841016,0.015841958,-0.123613822,0.19828503,0.093009005,-0.030737707,0.076775743,-0.128982199,0.020580349,-0.03044625,0.22661101,-0.098772108,-0.252054788,0.129630509,0.026552644,-0.119592079,-0.139780269,0.170050016,-0.16241192,-0.205662466,-0.188788072,0.001629517,0.042296263,0.434053072,-0.104240523,-0.032295872,-0.16671426,0.098456803,0.146311597,0.0440139,0.101625904,0.18645152,0.141861727,-0.011252256,-0.082917958,0.073498326,0.111280028,0.053147314,0.014166427,0.099504364,0.096114573,-0.070031062,-0.080829997
Chemical engineers,0.08922313,-0.085669521,0.154833441,0.027375481,-0.051510129,0.013117164,-0.047393613,-0.00756627,0.037505926,-0.032101936,0.200426123,0.035585152,-0.009099052,0.02152102,-0.099701575,0.060212417,0.023159396,0.179384107,-0.102996296,-0.177564312,0.15527299,6.79E-05,0.015501483,-0.161349073,-0.043574294,-0.191379415,-0.153281286,-0.137691404,0.023743855,0.026006975,0.402824729,-0.1494627,-0.085621039,-0.216266142,0.105541807,0.062782191,-0.018276154,0.055996858,0.191902177,0.133601544,0.011079477,-0.137378846,0.179278342,-0.013784796,0.179969667,0.053593388,-0.015132876,0.17183279,-0.096092482,-0.058417202
